1|as|10.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
123|sdfsd|23.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
||0.0
12|tsdf|23.0
